reE,imE,inv_abs_det
40.307272727272725,-7.7272727272727275,0.7278264537559231
40.307272727272725,-7.575757575757576,0.7410966024960539
40.307272727272725,-7.424242424242424,0.7520594494174891
40.307272727272725,-7.2727272727272725,0.7609988476011085
40.307272727272725,-7.121212121212121,0.7682151325849441
40.307272727272725,-6.96969696969697,0.7740044278144688
40.307272727272725,-6.818181818181818,0.778644265223826
40.307272727272725,-6.666666666666667,0.7823849483664072
40.307272727272725,-6.515151515151516,0.7854455229152992
40.307272727272725,-6.363636363636363,0.7880130809170456
40.307272727272725,-6.212121212121212,0.790244242601219
40.307272727272725,-6.0606060606060606,0.7922678909583619
40.307272727272725,-5.909090909090909,0.7941884859795969
40.307272727272725,-5.757575757575758,0.796089507882349
40.307272727272725,-5.606060606060606,0.7980367532640964
40.307272727272725,-5.454545454545454,0.8000813341378525
40.307272727272725,-5.303030303030303,0.8022623145628265
40.307272727272725,-5.151515151515151,0.8046089727831968
40.307272727272725,-5.0,0.8071427075426694
40.307272727272725,-4.848484848484849,0.8098786229530502
40.307272727272725,-4.696969696969697,0.8128268324716241
40.307272727272725,-4.545454545454546,0.8159935230402781
40.307272727272725,-4.393939393939394,0.8193818178253787
40.307272727272725,-4.242424242424242,0.8229924719041318
40.307272727272725,-4.090909090909091,0.8268244306577857
40.307272727272725,-3.9393939393939394,0.8308752761173365
40.307272727272725,-3.787878787878788,0.8351415823552528
40.307272727272725,-3.6363636363636362,0.8396191973529412
40.307272727272725,-3.484848484848485,0.8443034656289461
40.307272727272725,-3.3333333333333335,0.8491894032637769
40.307272727272725,-3.1818181818181817,0.8542718347564163
40.307272727272725,-3.0303030303030303,0.8595454993367219
40.307272727272725,-2.878787878787879,0.8650051328789002
40.307272727272725,-2.727272727272727,0.8706455303597137
40.307272727272725,-2.5757575757575757,0.8764615928327585
40.307272727272725,-2.4242424242424243,0.8824483621058093
40.307272727272725,-2.272727272727273,0.8886010456764142
40.307272727272725,-2.121212121212121,0.8949150339731509
40.307272727272725,-1.9696969696969697,0.9013859115420884
40.307272727272725,-1.8181818181818181,0.9080094634903992
40.307272727272725,-1.6666666666666667,0.9147816782365135
40.307272727272725,-1.5151515151515151,0.9216987474051714
40.307272727272725,-1.3636363636363635,0.9287570635368523
40.307272727272725,-1.2121212121212122,0.9359532161451751
40.307272727272725,-1.0606060606060606,0.9432839865470992
40.307272727272725,-0.9090909090909091,0.9507463418033582
40.307272727272725,-0.7575757575757576,0.9583374280365063
40.307272727272725,-0.6060606060606061,0.9660545633377151
40.307272727272725,-0.45454545454545453,0.9738952304283606
40.307272727272725,-0.30303030303030304,0.9818570692061214
40.307272727272725,-0.15151515151515152,0.9899378692766826
40.307272727272725,0.0,0.9981355625484577
41.014242424242425,-15.0,0.019842997875239195
41.014242424242425,-14.848484848484848,0.021540134938718904
41.014242424242425,-14.696969696969697,0.023382986395471393
41.014242424242425,-14.545454545454545,0.025384048712786263
41.014242424242425,-14.393939393939394,0.02755687604319107
41.014242424242425,-14.242424242424242,0.029916164901014463
41.014242424242425,-14.090909090909092,0.03247784404833523
41.014242424242425,-13.93939393939394,0.03525916939167305
41.014242424242425,-13.787878787878787,0.0382788234819612
41.014242424242425,-13.636363636363637,0.04155701893005455
41.014242424242425,-13.484848484848484,0.04511560467838535
41.014242424242425,-13.333333333333334,0.04897817358191176
41.014242424242425,-13.181818181818182,0.05317016911819476
41.014242424242425,-13.030303030303031,0.05771898823123697
41.014242424242425,-12.878787878787879,0.0626540762740017
41.014242424242425,-12.727272727272727,0.06800700870088904
41.014242424242425,-12.575757575757576,0.07381155251899618
41.014242424242425,-12.424242424242424,0.08010369847712556
41.014242424242425,-12.272727272727273,0.08692165249682818
41.014242424242425,-12.121212121212121,0.0943057718822288
41.014242424242425,-11.969696969696969,0.10229842835930136
41.014242424242425,-11.818181818181818,0.11094377600821911
41.014242424242425,-11.666666666666666,0.12028739775572908
41.014242424242425,-11.515151515151516,0.1303757994957364
41.014242424242425,-11.363636363636363,0.14125571648740334
41.014242424242425,-11.212121212121213,0.15297319306876367
41.014242424242425,-11.06060606060606,0.16557239487703176
41.014242424242425,-10.909090909090908,0.17909411405091893
41.014242424242425,-10.757575757575758,0.19357393413720012
41.014242424242425,-10.606060606060606,0.2090400349148383
41.014242424242425,-10.454545454545455,0.2255106406663816
41.014242424242425,-10.303030303030303,0.24299115107502117
41.014242424242425,-10.151515151515152,0.2614710436498995
41.014242424242425,-10.0,0.2809207002947908
41.014242424242425,-9.848484848484848,0.30128838501791366
41.014242424242425,-9.696969696969697,0.32249767678842695
41.014242424242425,-9.545454545454545,0.3444457273561072
41.014242424242425,-9.393939393939394,0.36700274910200636
41.014242424242425,-9.242424242424242,0.390013120280377
41.014242424242425,-9.090909090909092,0.4132984043393873
41.014242424242425,-8.93939393939394,0.43666240672948653
41.014242424242425,-8.787878787878787,0.45989814591473593
41.014242424242425,-8.636363636363637,0.48279632844524917
41.014242424242425,-8.484848484848484,0.505154646030038
41.014242424242425,-8.333333333333334,0.5267870206154314
41.014242424242425,-8.181818181818182,0.5475318669530478
41.014242424242425,-8.030303030303031,0.5672585465756567
41.014242424242425,-7.878787878787879,0.585871436296927
41.014242424242425,-7.7272727272727275,0.6033113734205302
41.014242424242425,-7.575757575757576,0.6195545926735335
41.014242424242425,-7.424242424242424,0.6346095635639953
41.014242424242425,-7.2727272727272725,0.6485123226083773
41.014242424242425,-7.121212121212121,0.6613209576481826
41.014242424242425,-6.96969696969697,0.673109856894928
41.014242424242425,-6.818181818181818,0.6839642179388522
41.014242424242425,-6.666666666666667,0.693975161257166
41.014242424242425,-6.515151515151516,0.7032356424438994
41.014242424242425,-6.363636363636363,0.7118372297953363
41.014242424242425,-6.212121212121212,0.7198677194599774
41.014242424242425,-6.0606060606060606,0.7274095001423596
41.014242424242425,-5.909090909090909,0.7345385485739625
41.014242424242425,-5.757575757575758,0.7413239283515465
41.014242424242425,-5.606060606060606,0.7478276708201601
41.014242424242425,-5.454545454545454,0.7541049310841805
41.014242424242425,-5.303030303030303,0.7602043302031855
41.014242424242425,-5.151515151515151,0.7661684129913383
41.014242424242425,-5.0,0.7720341677169439
41.014242424242425,-4.848484848484849,0.777833568484415
41.014242424242425,-4.696969696969697,0.7835941129006196
41.014242424242425,-4.545454545454546,0.7893393368898636
41.014242424242425,-4.393939393939394,0.7950892955286772
41.014242424242425,-4.242424242424242,0.8008610038989575
41.014242424242425,-4.090909090909091,0.8066688355844074
41.014242424242425,-3.9393939393939394,0.8125248789016078
41.014242424242425,-3.787878787878788,0.8184392525537223
41.014242424242425,-3.6363636363636362,0.8244203833565066
41.014242424242425,-3.484848484848485,0.8304752491964956
41.014242424242425,-3.3333333333333335,0.836609590580484
41.014242424242425,-3.1818181818181817,0.8428280941279622
41.014242424242425,-3.0303030303030303,0.8491345512189965
41.014242424242425,-2.878787878787879,0.8555319947943154
41.014242424242425,-2.727272727272727,0.8620228170483885
41.014242424242425,-2.5757575757575757,0.8686088704860535
41.014242424242425,-2.4242424242424243,0.875291554545081
41.014242424242425,-2.272727272727273,0.8820718897310085
41.014242424242425,-2.121212121212121,0.8889505809730548
41.014242424242425,-1.9696969696969697,0.8959280716930481
41.014242424242425,-1.8181818181818181,0.9030045898847072
41.014242424242425,-1.6666666666666667,0.9101801873276075
41.014242424242425,-1.5151515151515151,0.9174547729075251
41.014242424242425,-1.3636363636363635,0.924828140881285
41.014242424242425,-1.2121212121212122,0.9322999948079065
41.014242424242425,-1.0606060606060606,0.9398699677666197
41.014242424242425,-0.9090909090909091,0.9475376393952135
41.014242424242425,-0.7575757575757576,0.9553025502064555
41.014242424242425,-0.6060606060606061,0.9631642135757399
41.014242424242425,-0.45454545454545453,0.9711221257369582
41.014242424242425,-0.30303030303030304,0.9791757740758289
41.014242424242425,-0.15151515151515152,0.9873246439687968
41.014242424242425,0.0,0.9955682243801475
41.72121212121212,-15.0,0.02129126199196438
41.72121212121212,-14.848484848484848,0.023072932176177355
41.72121212121212,-14.696969696969697,0.02500186343189048
41.72121212121212,-14.545454545454545,0.02708982142562751
41.72121212121212,-14.393939393939394,0.029349435353142734
41.72121212121212,-14.242424242424242,0.03179424667021175
41.72121212121212,-14.090909090909092,0.034438757424755
41.72121212121212,-13.93939393939394,0.0372984772937464
41.72121212121212,-13.787878787878787,0.040389968187427155
41.72121212121212,-13.636363636363637,0.043730884993087304
41.72121212121212,-13.484848484848484,0.04734001068352938
41.72121212121212,-13.333333333333334,0.05123728360343065
41.72121212121212,-13.181818181818182,0.055443814262665904
41.72121212121212,-13.030303030303031,0.0599818884027335
41.72121212121212,-12.878787878787879,0.06487495245648528
41.72121212121212,-12.727272727272727,0.07014757679190378
41.72121212121212,-12.575757575757576,0.07582539132358722
41.72121212121212,-12.424242424242424,0.08193498720579603
41.72121212121212,-12.272727272727273,0.08850377741670089
41.72121212121212,-12.121212121212121,0.0955598081514881
41.72121212121212,-11.969696969696969,0.10313151213304446
41.72121212121212,-11.818181818181818,0.11124739432482107
41.72121212121212,-11.666666666666666,0.11993564023113674
41.72121212121212,-11.515151515151516,0.12922363717869548
41.72121212121212,-11.363636363636363,0.13913739992048585
41.72121212121212,-11.212121212121213,0.14970089386427773
41.72121212121212,-11.06060606060606,0.16093525251179785
41.72121212121212,-10.909090909090908,0.1728578906185342
41.72121212121212,-10.757575757575758,0.18548152143045432
41.72121212121212,-10.606060606060606,0.1988130953042082
41.72121212121212,-10.454545454545455,0.2128526880616272
41.72121212121212,-10.303030303030303,0.22759238025593206
41.72121212121212,-10.151515151515152,0.24301518240632913
41.72121212121212,-10.0,0.25909407494236
41.72121212121212,-9.848484848484848,0.2757912432860297
41.72121212121212,-9.696969696969697,0.29305759589024494
41.72121212121212,-9.545454545454545,0.3108326535750569
41.72121212121212,-9.393939393939394,0.3290448897093178
41.72121212121212,-9.242424242424242,0.3476125809127708
41.72121212121212,-9.090909090909092,0.36644519657371244
41.72121212121212,-8.93939393939394,0.38544531406631044
41.72121212121212,-8.787878787878787,0.4045109987901981
41.72121212121212,-8.636363636363637,0.42353853974534333
41.72121212121212,-8.484848484848484,0.44242538926904235
41.72121212121212,-8.333333333333334,0.4610731267651093
41.72121212121212,-8.181818181818182,0.4793902561949638
41.72121212121212,-8.030303030303031,0.4972946583487145
41.72121212121212,-7.878787878787879,0.5147155504081868
41.72121212121212,-7.7272727272727275,0.5315948524603669
41.72121212121212,-7.575757575757576,0.5478879162694682
41.72121212121212,-7.424242424242424,0.5635636276267072
41.72121212121212,-7.2727272727272725,0.5786039425255785
41.72121212121212,-7.121212121212121,0.5930029538617423
41.72121212121212,-6.96969696969697,0.606765606688256
41.72121212121212,-6.818181818181818,0.6199061863675484
41.72121212121212,-6.666666666666667,0.632446697506442
41.72121212121212,-6.515151515151516,0.6444152358723426
41.72121212121212,-6.363636363636363,0.6558444344757741
41.72121212121212,-6.212121212121212,0.6667700422303731
41.72121212121212,-6.0606060606060606,0.6772296718501938
41.72121212121212,-5.909090909090909,0.6872617347519475
41.72121212121212,-5.757575757575758,0.6969045656377815
41.72121212121212,-5.606060606060606,0.7061957283613138
41.72121212121212,-5.454545454545454,0.7151714873444561
41.72121212121212,-5.303030303030303,0.7238664246473194
41.72121212121212,-5.151515151515151,0.7323131811138259
41.72121212121212,-5.0,0.7405423001423579
41.72121212121212,-4.848484848484849,0.7485821539613032
41.72121212121212,-4.696969696969697,0.75645893433217
41.72121212121212,-4.545454545454546,0.7641966919830467
41.72121212121212,-4.393939393939394,0.7718174115267503
41.72121212121212,-4.242424242424242,0.7793411109654403
41.72121212121212,-4.090909090909091,0.7867859570221475
41.72121212121212,-3.9393939393939394,0.7941683894181993
41.72121212121212,-3.787878787878788,0.8015032488177366
41.72121212121212,-3.6363636363636362,0.8088039044944835
41.72121212121212,-3.484848484848485,0.8160823788635708
41.72121212121212,-3.3333333333333335,0.8233494668905854
41.72121212121212,-3.1818181818181817,0.8306148490727443
41.72121212121212,-3.0303030303030303,0.8378871972130705
41.72121212121212,-2.878787878787879,0.8451742726057235
41.72121212121212,-2.727272727272727,0.8524830165443035
41.72121212121212,-2.5757575757575757,0.8598196332760464
41.72121212121212,-2.4242424242424243,0.867189665671149
41.72121212121212,-2.272727272727273,0.8745980639735064
41.72121212121212,-2.121212121212121,0.8820492480579709
41.72121212121212,-1.9696969696969697,0.8895471636498298
41.72121212121212,-1.8181818181818181,0.8970953329727943
41.72121212121212,-1.6666666666666667,0.9046969002865602
41.72121212121212,-1.5151515151515151,0.9123546727608195
41.72121212121212,-1.3636363636363635,0.9200711571105656
41.72121212121212,-1.2121212121212122,0.9278485923923613
41.72121212121212,-1.0606060606060606,0.9356889793329104
41.72121212121212,-0.9090909090909091,0.943594106533065
41.72121212121212,-0.7575757575757576,0.9515655738617139
41.72121212121212,-0.6060606060606061,0.9596048133262998
41.72121212121212,-0.45454545454545453,0.9677131076806825
41.72121212121212,-0.30303030303030304,0.975891607006086
41.72121212121212,-0.15151515151515152,0.9841413434781425
41.72121212121212,0.0,0.9924632445114969
42.42818181818182,-15.0,0.022876833812310194
42.42818181818182,-14.848484848484848,0.02475359751450787
42.42818181818182,-14.696969696969697,0.026780117656312306
42.42818181818182,-14.545454545454545,0.02896756606050866
42.42818181818182,-14.393939393939394,0.03132781651636598
42.42818181818182,-14.242424242424242,0.033873466524048344
42.42818181818182,-14.090909090909092,0.036617855370346175
42.42818181818182,-13.93939393939394,0.03957507747999822
42.42818181818182,-13.787878787878787,0.04275998981283982
42.42818181818182,-13.636363636363637,0.046188211884269914
42.42818181818182,-13.484848484848484,0.049876116775714796
42.42818181818182,-13.333333333333334,0.05384081127469086
42.42818181818182,-13.181818181818182,0.05810010304421895
42.42818181818182,-13.030303030303031,0.06267245247444336
42.42818181818182,-12.878787878787879,0.06757690662399975
42.42818181818182,-12.727272727272727,0.07283301242734301
42.42818181818182,-12.575757575757576,0.07846070614382336
42.42818181818182,-12.424242424242424,0.08448017587736437
42.42818181818182,-12.272727272727273,0.09091169393098765
42.42818181818182,-12.121212121212121,0.09777541581436472
42.42818181818182,-11.969696969696969,0.10509114293824708
42.42818181818182,-11.818181818181818,0.11287804645802382
42.42818181818182,-11.666666666666666,0.12115435042572205
42.42818181818182,-11.515151515151516,0.1299369734350416
42.42818181818182,-11.363636363636363,0.1392411293550925
42.42818181818182,-11.212121212121213,0.14907988959412835
42.42818181818182,-11.06060606060606,0.15946371164554746
42.42818181818182,-10.909090909090908,0.17039994144475815
42.42818181818182,-10.757575757575758,0.18189230026237685
42.42818181818182,-10.606060606060606,0.193940370372021
42.42818181818182,-10.454545454545455,0.20653909738082316
42.42818181818182,-10.303030303030303,0.21967833063582892
42.42818181818182,-10.151515151515152,0.2333424261733581
42.42818181818182,-10.0,0.247509938843053
42.42818181818182,-9.848484848484848,0.2621534310530374
42.42818181818182,-9.696969696969697,0.27723942459237
42.42818181818182,-9.545454545454545,0.29272851881043166
42.42818181818182,-9.393939393939394,0.30857569283958386
42.42818181818182,-9.242424242424242,0.3247308015401012
42.42818181818182,-9.090909090909092,0.34113926472265577
42.42818181818182,-8.93939393939394,0.3577429375875902
42.42818181818182,-8.787878787878787,0.3744811381418443
42.42818181818182,-8.636363636363637,0.39129179576657286
42.42818181818182,-8.484848484848484,0.4081126753522335
42.42818181818182,-8.333333333333334,0.424882624644062
42.42818181818182,-8.181818181818182,0.441542789526179
42.42818181818182,-8.030303030303031,0.4580377433670963
42.42818181818182,-7.878787878787879,0.47431648218526345
42.42818181818182,-7.7272727272727275,0.49033324668520084
42.42818181818182,-7.575757575757576,0.5060481441475744
42.42818181818182,-7.424242424242424,0.5214275564454084
42.42818181818182,-7.2727272727272725,0.5364443337482042
42.42818181818182,-7.121212121212121,0.5510777855323261
42.42818181818182,-6.96969696969697,0.565313490384114
42.42818181818182,-6.818181818181818,0.579142953173008
42.42818181818182,-6.666666666666667,0.5925631422843548
42.42818181818182,-6.515151515151516,0.6055759408794725
42.42818181818182,-6.363636363636363,0.6181875450000418
42.42818181818182,-6.212121212121212,0.6304078383168955
42.42818181818182,-6.0606060606060606,0.6422497690610455
42.42818181818182,-5.909090909090909,0.6537287497593535
42.42818181818182,-5.757575757575758,0.6648620953379029
42.42818181818182,-5.606060606060606,0.6756685103449844
42.42818181818182,-5.454545454545454,0.686167631751574
42.42818181818182,-5.303030303030303,0.6963796301634954
42.42818181818182,-5.151515151515151,0.7063248693843454
42.42818181818182,-5.0,0.7160236220866935
42.42818181818182,-4.848484848484849,0.7254958378190023
42.42818181818182,-4.696969696969697,0.7347609586056003
42.42818181818182,-4.545454545454546,0.7438377768853207
42.42818181818182,-4.393939393939394,0.7527443303794534
42.42818181818182,-4.242424242424242,0.761497828587788
42.42818181818182,-4.090909090909091,0.770114605902532
42.42818181818182,-3.9393939393939394,0.7786100967364441
42.42818181818182,-3.787878787878788,0.7869988285316989
42.42818181818182,-3.6363636363636362,0.7952944290100293
42.42818181818182,-3.484848484848485,0.8035096445134365
42.42818181818182,-3.3333333333333335,0.8116563667504301
42.42818181818182,-3.1818181818181817,0.819745665691414
42.42818181818182,-3.0303030303030303,0.8277878267436509
42.42818181818182,-2.878787878787879,0.8357923906776751
42.42818181818182,-2.727272727272727,0.8437681950738087
42.42818181818182,-2.5757575757575757,0.8517234163118843
42.42818181818182,-2.4242424242424243,0.8596656113422705
42.42818181818182,-2.272727272727273,0.8676017586563722
42.42818181818182,-2.121212121212121,0.8755382980234256
42.42818181818182,-1.9696969696969697,0.8834811686821389
42.42818181818182,-1.8181818181818181,0.8914358457741254
42.42818181818182,-1.6666666666666667,0.8994073748849544
42.42818181818182,-1.5151515151515151,0.90740040462064
42.42818181818182,-1.3636363636363635,0.9154192171960349
42.42818181818182,-1.2121212121212122,0.9234677570485768
42.42818181818182,-1.0606060606060606,0.931549657518717
42.42818181818182,-0.9090909090909091,0.939668265658874
42.42818181818182,-0.7575757575757576,0.9478266652467343
42.42818181818182,-0.6060606060606061,0.9560276980887334
42.42818181818182,-0.45454545454545453,0.9642739837049171
42.42818181818182,-0.30303030303030304,0.9725679374895125
42.42818181818182,-0.15151515151515152,0.9809117874420153
42.42818181818182,0.0,0.9893075895625558
43.13515151515151,-15.0,0.024656492300698944
43.13515151515151,-14.848484848484848,0.026646767561341708
43.13515151515151,-14.696969696969697,0.028791287034022593
43.13515151515151,-14.545454545454545,0.031100884709886506
43.13515151515151,-14.393939393939394,0.0335869750389852
43.13515151515151,-14.242424242424242,0.03626155499787942
43.13515151515151,-14.090909090909092,0.03913720059689567
43.13515151515151,-13.93939393939394,0.042227056833406336
43.13515151515151,-13.787878787878787,0.04554482000513798
43.13515151515151,-13.636363636363637,0.04910471120848611
43.13515151515151,-13.484848484848484,0.05292143976482232
43.13515151515151,-13.333333333333334,0.05701015524749641
43.13515151515151,-13.181818181818182,0.06138638672947175
43.13515151515151,-13.030303030303031,0.06606596784323983
43.13515151515151,-12.878787878787879,0.07106494624927522
43.13515151515151,-12.727272727272727,0.07639947615651652
43.13515151515151,-12.575757575757576,0.08208569263939011
43.13515151515151,-12.424242424242424,0.08813956666314679
43.13515151515151,-12.272727272727273,0.0945767399761602
43.13515151515151,-12.121212121212121,0.10141233936824164
43.13515151515151,-11.969696969696969,0.1086607702415716
43.13515151515151,-11.818181818181818,0.11633549000761657
43.13515151515151,-11.666666666666666,0.12444876251886722
43.13515151515151,-11.515151515151516,0.1330113955725983
43.13515151515151,-11.363636363636363,0.14203246448283188
43.13515151515151,-11.212121212121213,0.15151902579373622
43.13515151515151,-11.06060606060606,0.16147582637847221
43.13515151515151,-10.909090909090908,0.1719050143924426
43.13515151515151,-10.757575757575758,0.1828058597727314
43.13515151515151,-10.606060606060606,0.19417449312252644
43.13515151515151,-10.454545454545455,0.20600367279944035
43.13515151515151,-10.303030303030303,0.21828259073568052
43.13515151515151,-10.151515151515152,0.230996727843295
43.13515151515151,-10.0,0.244127769688045
43.13515151515151,-9.848484848484848,0.2576535923518325
43.13515151515151,-9.696969696969697,0.27154832697420744
43.13515151515151,-9.545454545454545,0.285782509336965
43.13515151515151,-9.393939393939394,0.300323318055902
43.13515151515151,-9.242424242424242,0.31513490155894963
43.13515151515151,-9.090909090909092,0.3301787902152566
43.13515151515151,-8.93939393939394,0.3454143859570187
43.13515151515151,-8.787878787878787,0.360799517773429
43.13515151515151,-8.636363636363637,0.3762910478530772
43.13515151515151,-8.484848484848484,0.3918455102020995
43.13515151515151,-8.333333333333334,0.4074197615304125
43.13515151515151,-8.181818181818182,0.422971623271223
43.13515151515151,-8.030303030303031,0.438460493879427
43.13515151515151,-7.878787878787879,0.45384791203694647
43.13515151515151,-7.7272727272727275,0.4690980539627715
43.13515151515151,-7.575757575757576,0.48417815147285054
43.13515151515151,-7.424242424242424,0.4990588214801068
43.13515151515151,-7.2727272727272725,0.5137143019494105
43.13515151515151,-7.121212121212121,0.5281225936066917
43.13515151515151,-6.96969696969697,0.5422655106554833
43.13515151515151,-6.818181818181818,0.5561286471459611
43.13515151515151,-6.666666666666667,0.5697012683109963
43.13515151515151,-6.515151515151516,0.582976138050488
43.13515151515151,-6.363636363636363,0.5959492948030872
43.13515151515151,-6.212121212121212,0.6086197883501705
43.13515151515151,-6.0606060606060606,0.6209893897546055
43.13515151515151,-5.909090909090909,0.6330622857780358
43.13515151515151,-5.757575757575758,0.644844767889417
43.13515151515151,-5.606060606060606,0.6563449245140074
43.13515151515151,-5.454545454545454,0.6675723436031101
43.13515151515151,-5.303030303030303,0.6785378310356481
43.13515151515151,-5.151515151515151,0.6892531488752653
43.13515151515151,-5.0,0.699730776158087
43.13515151515151,-4.848484848484849,0.7099836937119147
43.13515151515151,-4.696969696969697,0.7200251935236744
43.13515151515151,-4.545454545454546,0.7298687123798715
43.13515151515151,-4.393939393939394,0.7395276888943354
43.13515151515151,-4.242424242424242,0.7490154425924259
43.13515151515151,-4.090909090909091,0.7583450734193559
43.13515151515151,-3.9393939393939394,0.7675293798596028
43.13515151515151,-3.787878787878788,0.7765807937720609
43.13515151515151,-3.6363636363636362,0.7855113300400322
43.13515151515151,-3.484848484848485,0.7943325491875293
43.13515151515151,-3.3333333333333335,0.8030555312070689
43.13515151515151,-3.1818181818181817,0.8116908589654407
43.13515151515151,-3.0303030303030303,0.8202486096916917
43.13515151515151,-2.878787878787879,0.8287383531972411
43.13515151515151,-2.727272727272727,0.8371691556241725
43.13515151515151,-2.5757575757575757,0.8455495876609066
43.13515151515151,-2.4242424242424243,0.8538877362995756
43.13515151515151,-2.272727272727273,0.8621912193358263
43.13515151515151,-2.121212121212121,0.870467201926979
43.13515151515151,-1.9696969696969697,0.8787224146290299
43.13515151515151,-1.8181818181818181,0.8869631724257244
43.13515151515151,-1.6666666666666667,0.8951953943454525
43.13515151515151,-1.5151515151515151,0.9034246233333668
43.13515151515151,-1.3636363636363635,0.9116560461086028
43.13515151515151,-1.2121212121212122,0.9198945127903057
43.13515151515151,-1.0606060606060606,0.928144556121805
43.13515151515151,-0.9090909090909091,0.9364104101613864
43.13515151515151,-0.7575757575757576,0.9446960283406756
43.13515151515151,-0.6060606060606061,0.9530051008191754
43.13515151515151,-0.45454545454545453,0.9613410710859291
43.13515151515151,-0.30303030303030304,0.9697071517781918
43.13515151515151,-0.15151515151515152,0.978106339701915
43.13515151515151,0.0,0.9865414300511993
43.842121212121214,-15.0,0.026692296763300167
43.842121212121214,-14.848484848484848,0.028822931562986626
43.842121212121214,-14.696969696969697,0.03111534320059105
43.842121212121214,-14.545454545454545,0.033580384600529346
43.842121212121214,-14.393939393939394,0.03622940883545923
43.842121212121214,-14.242424242424242,0.039074256004178874
43.842121212121214,-14.090909090909092,0.04212723307801685
43.842121212121214,-13.93939393939394,0.045401085797482886
43.842121212121214,-13.787878787878787,0.04890896167751666
43.842121212121214,-13.636363636363637,0.052664363174684134
43.842121212121214,-13.484848484848484,0.05668109008795234
43.842121212121214,-13.333333333333334,0.06097317031091949
43.842121212121214,-13.181818181818182,0.06555477813280985
43.842121212121214,-13.030303030303031,0.07044013940319514
43.842121212121214,-12.878787878787879,0.07564342303616975
43.842121212121214,-12.727272727272727,0.08117861853791539
43.842121212121214,-12.575757575757576,0.08705939950088358
43.842121212121214,-12.424242424242424,0.0932989733203767
43.842121212121214,-12.272727272727273,0.09990991775593647
43.842121212121214,-12.121212121212121,0.10690400537903862
43.842121212121214,-11.969696969696969,0.11429201741630446
43.842121212121214,-11.818181818181818,0.12208354900652804
43.842121212121214,-11.666666666666666,0.1302868084296951
43.842121212121214,-11.515151515151516,0.13890841342267138
43.842121212121214,-11.363636363636363,0.14795318825052187
43.842121212121214,-11.212121212121213,0.15742396573240536
43.842121212121214,-11.06060606060606,0.16732139889994777
43.842121212121214,-10.909090909090908,0.1776437873645406
43.842121212121214,-10.757575757575758,0.18838692375609054
43.842121212121214,-10.606060606060606,0.19954396573630084
43.842121212121214,-10.454545454545455,0.21110533905283652
43.842121212121214,-10.303030303030303,0.22305867685753905
43.842121212121214,-10.151515151515152,0.2353888000397385
43.842121212121214,-10.0,0.24807774261012547
43.842121212121214,-9.848484848484848,0.26110482520960177
43.842121212121214,-9.696969696969697,0.27444677862295513
43.842121212121214,-9.545454545454545,0.2880779177772516
43.842121212121214,-9.393939393939394,0.3019703651451143
43.842121212121214,-9.242424242424242,0.3160943208156221
43.842121212121214,-9.090909090909092,0.3304183748160606
43.842121212121214,-8.93939393939394,0.34490985565401194
43.842121212121214,-8.787878787878787,0.3595352075909474
43.842121212121214,-8.636363636363637,0.37426038794608674
43.842121212121214,-8.484848484848484,0.3890512748411603
43.842121212121214,-8.333333333333334,0.40387407529575653
43.842121212121214,-8.181818181818182,0.41869572350833645
43.842121212121214,-8.030303030303031,0.43348425952149605
43.842121212121214,-7.878787878787879,0.4482091792542539
43.842121212121214,-7.7272727272727275,0.4628417480429781
43.842121212121214,-7.575757575757576,0.47735527129631034
43.842121212121214,-7.424242424242424,0.4917253175484411
43.842121212121214,-7.2727272727272725,0.5059298909909913
43.842121212121214,-7.121212121212121,0.5199495523738185
43.842121212121214,-6.96969696969697,0.5337674888942591
43.842121212121214,-6.818181818181818,0.5473695352590932
43.842121212121214,-6.666666666666667,0.5607441494392436
43.842121212121214,-6.515151515151516,0.5738823476996543
43.842121212121214,-6.363636363636363,0.5867776042543427
43.842121212121214,-6.212121212121212,0.5994257213670098
43.842121212121214,-6.0606060606060606,0.6118246759080811
43.842121212121214,-5.909090909090909,0.62397444831909
43.842121212121214,-5.757575757575758,0.6358768396652579
43.842121212121214,-5.606060606060606,0.6475352820216792
43.842121212121214,-5.454545454545454,0.6589546468844253
43.842121212121214,-5.303030303030303,0.6701410556687887
43.842121212121214,-5.151515151515151,0.6811016956937366
43.842121212121214,-5.0,0.691844644387271
43.842121212121214,-4.848484848484849,0.7023787038100089
43.842121212121214,-4.696969696969697,0.7127132470034188
43.842121212121214,-4.545454545454546,0.722858077139067
43.842121212121214,-4.393939393939394,0.7328232999834802
43.842121212121214,-4.242424242424242,0.742619209803283
43.842121212121214,-4.090909090909091,0.7522561885161422
43.842121212121214,-3.9393939393939394,0.7617446176407751
43.842121212121214,-3.787878787878788,0.7710948024090288
43.842121212121214,-3.6363636363636362,0.7803169072666876
43.842121212121214,-3.484848484848485,0.7894209019011362
43.842121212121214,-3.3333333333333335,0.79841651688449
43.842121212121214,-3.1818181818181817,0.8073132080040724
43.842121212121214,-3.0303030303030303,0.8161201283609113
43.842121212121214,-2.878787878787879,0.824846107345271
43.842121212121214,-2.727272727272727,0.8334996356413907
43.842121212121214,-2.5757575757575757,0.8420888554663949
43.842121212121214,-2.4242424242424243,0.8506215553076215
43.842121212121214,-2.272727272727273,0.8591051684851857
43.842121212121214,-2.121212121212121,0.8675467749301938
