reE,imE,inv_abs_det
19.098181818181818,-10.0,0.014682762098088614
19.098181818181818,-9.848484848484848,0.016361902425124458
19.098181818181818,-9.696969696969697,0.018237139480350363
19.098181818181818,-9.545454545454545,0.020331886264443037
19.098181818181818,-9.393939393939394,0.02267241128071204
19.098181818181818,-9.242424242424242,0.025288187758881385
19.098181818181818,-9.090909090909092,0.02821228158743008
19.098181818181818,-8.93939393939394,0.03148177967791624
19.098181818181818,-8.787878787878787,0.03513825912713096
19.098181818181818,-8.636363636363637,0.039228295318457417
19.098181818181818,-8.484848484848484,0.04380400362410481
19.098181818181818,-8.333333333333334,0.048923604100230514
19.098181818181818,-8.181818181818182,0.054651990784029006
19.098181818181818,-8.030303030303031,0.06106127595057686
19.098181818181818,-7.878787878787879,0.06823126374719685
19.098181818181818,-7.7272727272727275,0.07624978551030735
19.098181818181818,-7.575757575757576,0.08521279911795732
19.098181818181818,-7.424242424242424,0.09522411533726605
19.098181818181818,-7.2727272727272725,0.10639456429155697
19.098181818181818,-7.121212121212121,0.11884035554652392
19.098181818181818,-6.96969696969697,0.13268032000308963
19.098181818181818,-6.818181818181818,0.148031661187816
19.098181818181818,-6.666666666666667,0.16500380829062777
19.098181818181818,-6.515151515151516,0.18368998877420586
19.098181818181818,-6.363636363636363,0.20415627766032565
19.098181818181818,-6.212121212121212,0.22642820155406487
19.098181818181818,-6.0606060606060606,0.25047554419424944
19.098181818181818,-5.909090909090909,0.2761968419173373
19.098181818181818,-5.757575757575758,0.30340609071621555
19.098181818181818,-5.606060606060606,0.3318251499047657
19.098181818181818,-5.454545454545454,0.3610857496795534
19.098181818181818,-5.303030303030303,0.39074431400695864
19.098181818181818,-5.151515151515151,0.42031060997095315
19.098181818181818,-5.0,0.44928774577276037
19.098181818181818,-4.848484848484849,0.47721731676617485
19.098181818181818,-4.696969696969697,0.5037211468263805
19.098181818181818,-4.545454545454546,0.5285313921810177
19.098181818181818,-4.393939393939394,0.5515038689001
19.098181818181818,-4.242424242424242,0.5726140474338002
19.098181818181818,-4.090909090909091,0.5919393073706787
19.098181818181818,-3.9393939393939394,0.6096333250636716
19.098181818181818,-3.787878787878788,0.6258985592484327
19.098181818181818,-3.6363636363636362,0.6409613484509836
19.098181818181818,-3.484848484848485,0.6550521240246434
19.098181818181818,-3.3333333333333335,0.6683914556534551
19.098181818181818,-3.1818181818181817,0.6811814489994736
19.098181818181818,-3.0303030303030303,0.6936014276160304
19.098181818181818,-2.878787878787879,0.7058066957094529
19.098181818181818,-2.727272727272727,0.7179293024270905
19.098181818181818,-2.5757575757575757,0.730079959004594
19.098181818181818,-2.4242424242424243,0.7423505023710251
19.098181818181818,-2.272727272727273,0.7548165064956568
19.098181818181818,-2.121212121212121,0.7675398012798771
19.098181818181818,-1.9696969696969697,0.780570770219849
19.098181818181818,-1.8181818181818181,0.7939503711674089
19.098181818181818,-1.6666666666666667,0.8077118693119284
19.098181818181818,-1.5151515151515151,0.821882296781542
19.098181818181818,-1.3636363636363635,0.8364836658236751
19.098181818181818,-1.2121212121212122,0.8515339672460849
19.098181818181818,-1.0606060606060606,0.8670479859804834
19.098181818181818,-0.9090909090909091,0.8830379634028045
19.098181818181818,-0.7575757575757576,0.8995141327236884
19.098181818181818,-0.6060606060606061,0.9164851501241281
19.098181818181818,-0.45454545454545453,0.933958440780592
19.098181818181818,-0.30303030303030304,0.9519404757124743
19.098181818181818,-0.15151515151515152,0.9704369925767737
19.098181818181818,0.0,0.9894531711424502
19.805151515151515,-15.0,0.0005504300453398985
19.805151515151515,-14.848484848484848,0.000608690929842859
19.805151515151515,-14.696969696969697,0.0006732509979285087
19.805151515151515,-14.545454545454545,0.0007448038959029699
19.805151515151515,-14.393939393939394,0.0008241207448349311
19.805151515151515,-14.242424242424242,0.0009120588667639439
19.805151515151515,-14.090909090909092,0.001009571493666758
19.805151515151515,-13.93939393939394,0.0011177185684261431
19.805151515151515,-13.787878787878787,0.00123767875877747
19.805151515151515,-13.636363636363637,0.0013707628181050464
19.805151515151515,-13.484848484848484,0.0015184284411183643
19.805151515151515,-13.333333333333334,0.0016822967779543683
19.805151515151515,-13.181818181818182,0.0018641707872254162
19.805151515151515,-13.030303030303031,0.0020660556270568004
19.805151515151515,-12.878787878787879,0.002290181303328231
19.805151515151515,-12.727272727272727,0.002539027816224893
19.805151515151515,-12.575757575757576,0.002815353069883837
19.805151515151515,-12.424242424242424,0.003122223835422215
19.805151515151515,-12.272727272727273,0.0034630500849528244
19.805151515151515,-12.121212121212121,0.0038416230432699885
19.805151515151515,-11.969696969696969,0.004262157334574466
19.805151515151515,-11.818181818181818,0.004729337633652432
19.805151515151515,-11.666666666666666,0.005248370263906406
19.805151515151515,-11.515151515151516,0.005825040217933155
19.805151515151515,-11.363636363636363,0.006465774109023844
19.805151515151515,-11.212121212121213,0.007177709592717252
19.805151515151515,-11.06060606060606,0.007968771824501434
19.805151515151515,-10.909090909090908,0.008847757540381031
19.805151515151515,-10.757575757575758,0.00982442735778244
19.805151515151515,-10.606060606060606,0.010909606890390215
19.805151515151515,-10.454545454545455,0.01211529724556285
19.805151515151515,-10.303030303030303,0.013454795418366422
19.805151515151515,-10.151515151515152,0.01494282500056261
19.805151515151515,-10.0,0.016595677471032674
19.805151515151515,-9.848484848484848,0.018431364106384
19.805151515151515,-9.696969696969697,0.0204697782212419
19.805151515151515,-9.545454545454545,0.02273286698403836
19.805151515151515,-9.393939393939394,0.025244811413985074
19.805151515151515,-9.242424242424242,0.02803221229567368
19.805151515151515,-9.090909090909092,0.031124278584158407
19.805151515151515,-8.93939393939394,0.034553013336567955
19.805151515151515,-8.787878787878787,0.038353390203180224
19.805151515151515,-8.636363636363637,0.04256351093615456
19.805151515151515,-8.484848484848484,0.047224731114894204
19.805151515151515,-8.333333333333334,0.05238173723411949
19.805151515151515,-8.181818181818182,0.05808255336781393
19.805151515151515,-8.030303030303031,0.0643784497789548
19.805151515151515,-7.878787878787879,0.07132371916781931
19.805151515151515,-7.7272727272727275,0.07897527899944184
19.805151515151515,-7.575757575757576,0.08739205106873052
19.805151515151515,-7.424242424242424,0.09663406311479275
19.805151515151515,-7.2727272727272725,0.10676121342328616
19.805151515151515,-7.121212121212121,0.11783164021671846
19.805151515151515,-6.96969696969697,0.12989964629101955
19.805151515151515,-6.818181818181818,0.14301314959934977
19.805151515151515,-6.666666666666667,0.15721066643400575
19.805151515151515,-6.515151515151516,0.17251788910144172
19.805151515151515,-6.363636363636363,0.18894399607018855
19.805151515151515,-6.212121212121212,0.20647792685967786
19.805151515151515,-6.0606060606060606,0.22508495715486354
19.805151515151515,-5.909090909090909,0.24470400393903916
19.805151515151515,-5.757575757575758,0.26524614945622194
19.805151515151515,-5.606060606060606,0.28659486526046524
19.805151515151515,-5.454545454545454,0.308608315614725
19.805151515151515,-5.303030303030303,0.3311239107647749
19.805151515151515,-5.151515151515151,0.35396498058592213
19.805151515151515,-5.0,0.37694909683826094
19.805151515151515,-4.848484848484849,0.39989726377354107
19.805151515151515,-4.696969696969697,0.42264300425057244
19.805151515151515,-4.545454545454546,0.44504035126152514
19.805151515151515,-4.393939393939394,0.46696992529069514
19.805151515151515,-4.242424242424242,0.48834259454672735
19.805151515151515,-4.090909090909091,0.5091005966221511
19.805151515151515,-3.9393939393939394,0.5292163552600553
19.805151515151515,-3.787878787878788,0.5486894834669398
19.805151515151515,-3.6363636363636362,0.5675425911278386
19.805151515151515,-3.484848484848485,0.5858165175463385
19.805151515151515,-3.3333333333333335,0.6035655198593511
19.805151515151515,-3.1818181818181817,0.6208528100006198
19.805151515151515,-3.0303030303030303,0.6377466846429432
19.805151515151515,-2.878787878787879,0.6543173613502777
19.805151515151515,-2.727272727272727,0.6706345337236557
19.805151515151515,-2.5757575757575757,0.6867655915425869
19.805151515151515,-2.4242424242424243,0.7027744148997362
19.805151515151515,-2.272727272727273,0.718720637131967
19.805151515151515,-2.121212121212121,0.7346592725560255
19.805151515151515,-1.9696969696969697,0.750640615236499
19.805151515151515,-1.8181818181818181,0.7667103294477909
19.805151515151515,-1.6666666666666667,0.7829096679194377
19.805151515151515,-1.5151515151515151,0.7992757684596346
19.805151515151515,-1.3636363636363635,0.8158419921731557
19.805151515151515,-1.2121212121212122,0.8326382768944578
19.805151515151515,-1.0606060606060606,0.8496914876857107
19.805151515151515,-0.9090909090909091,0.8670257525393502
19.805151515151515,-0.7575757575757576,0.884662776085818
19.805151515151515,-0.6060606060606061,0.9026221274620566
19.805151515151515,-0.45454545454545453,0.920921500834795
19.805151515151515,-0.30303030303030304,0.9395769486449562
19.805151515151515,-0.15151515151515152,0.9586030886472263
19.805151515151515,0.0,0.9780132864199973
20.51212121212121,-15.0,0.0006507952667302447
20.51212121212121,-14.848484848484848,0.0007191791423548245
20.51212121212121,-14.696969696969697,0.0007948918871990224
20.51212121212121,-14.545454545454545,0.000878731450320526
20.51212121212121,-14.393939393939394,0.0009715835010854831
20.51212121212121,-14.242424242424242,0.0010744310685456696
20.51212121212121,-14.090909090909092,0.0011883652212165805
20.51212121212121,-13.93939393939394,0.0013145968938511215
20.51212121212121,-13.787878787878787,0.0014544699773575618
20.51212121212121,-13.636363636363637,0.0016094757981091224
20.51212121212121,-13.484848484848484,0.001781269123486376
20.51212121212121,-13.333333333333334,0.0019716858415114954
20.51212121212121,-13.181818181818182,0.002182762473769849
20.51212121212121,-13.030303030303031,0.0024167576923221578
20.51212121212121,-12.878787878787879,0.0026761760227966068
20.51212121212121,-12.727272727272727,0.002963793927055427
20.51212121212121,-12.575757575757576,0.0032826884694239482
20.51212121212121,-12.424242424242424,0.0036362687800267444
20.51212121212121,-12.272727272727273,0.004028310536759967
20.51212121212121,-12.121212121212121,0.004462993693170561
20.51212121212121,-11.969696969696969,0.0049449436821748455
20.51212121212121,-11.818181818181818,0.00547927632409814
20.51212121212121,-11.666666666666666,0.006071646660680247
20.51212121212121,-11.515151515151516,0.0067283019229087025
20.51212121212121,-11.363636363636363,0.007456138817905545
20.51212121212121,-11.212121212121213,0.008262765286276896
20.51212121212121,-11.06060606060606,0.009156566833535872
20.51212121212121,-10.909090909090908,0.010146777474000666
20.51212121212121,-10.757575757575758,0.0112435552388628
20.51212121212121,-10.606060606060606,0.01245806208698862
20.51212121212121,-10.454545454545455,0.013802547911588034
20.51212121212121,-10.303030303030303,0.015290438151190303
20.51212121212121,-10.151515151515152,0.016936424281252555
20.51212121212121,-10.0,0.018756556173678194
20.51212121212121,-9.848484848484848,0.020768334954658407
20.51212121212121,-9.696969696969697,0.022990804554431275
20.51212121212121,-9.545454545454545,0.02544463961239689
20.51212121212121,-9.393939393939394,0.02815222676372007
20.51212121212121,-9.242424242424242,0.031137735575336126
20.51212121212121,-9.090909090909092,0.03442717450831427
20.51212121212121,-8.93939393939394,0.03804842625177793
20.51212121212121,-8.787878787878787,0.042031255600447084
20.51212121212121,-8.636363636363637,0.04640728174469538
20.51212121212121,-8.484848484848484,0.051209905438608636
20.51212121212121,-8.333333333333334,0.056474180064487976
20.51212121212121,-8.181818181818182,0.06223661421515974
20.51212121212121,-8.030303030303031,0.06853489221098996
20.51212121212121,-7.878787878787879,0.07540749816080028
20.51212121212121,-7.7272727272727275,0.08289322904189834
20.51212121212121,-7.575757575757576,0.09103058317008954
20.51212121212121,-7.424242424242424,0.09985701278718737
20.51212121212121,-7.2727272727272725,0.109408033796954
20.51212121212121,-7.121212121212121,0.11971619242376065
20.51212121212121,-6.96969696969697,0.13080989817109454
20.51212121212121,-6.818181818181818,0.14271214514264183
20.51212121212121,-6.666666666666667,0.1554391594229872
20.51212121212121,-6.515151515151516,0.16899902812173753
20.51212121212121,-6.363636363636363,0.18339038447009476
20.51212121212121,-6.212121212121212,0.19860124080687044
20.51212121212121,-6.0606060606060606,0.21460807440395865
20.51212121212121,-5.909090909090909,0.23137527634835334
20.51212121212121,-5.757575757575758,0.2488550676390662
20.51212121212121,-5.606060606060606,0.2669879666279401
20.51212121212121,-5.454545454545454,0.2857038570588235
20.51212121212121,-5.303030303030303,0.30492365795678944
20.51212121212121,-5.151515151515151,0.3245615401907047
20.51212121212121,-5.0,0.34452757704389053
20.51212121212121,-4.848484848484849,0.3647306664541984
20.51212121212121,-4.696969696969697,0.38508152929424877
20.51212121212121,-4.545454545454546,0.40549557738547903
20.51212121212121,-4.393939393939394,0.42589545914980215
20.51212121212121,-4.242424242424242,0.4462131275619751
20.51212121212121,-4.090909090909091,0.466391327966467
20.51212121212121,-3.9393939393939394,0.48638446347498376
20.51212121212121,-3.787878787878788,0.5061588537823521
20.51212121212121,-3.6363636363636362,0.5256924516116394
20.51212121212121,-3.484848484848485,0.5449741147644864
20.51212121212121,-3.3333333333333335,0.5640025493015544
20.51212121212121,-3.1818181818181817,0.5827850419498432
20.51212121212121,-3.0303030303030303,0.6013360905923115
20.51212121212121,-2.878787878787879,0.6196760246705175
20.51212121212121,-2.727272727272727,0.6378296864964093
20.51212121212121,-2.5757575757575757,0.6558252231262156
20.51212121212121,-2.4242424242424243,0.6736930189389123
20.51212121212121,-2.272727272727273,0.6914647827472242
20.51212121212121,-2.121212121212121,0.7091727906864004
20.51212121212121,-1.9696969696969697,0.7268492772120939
20.51212121212121,-1.8181818181818181,0.7445259608607613
20.51212121212121,-1.6666666666666667,0.7622336883748346
20.51212121212121,-1.5151515151515151,0.7800021797259376
20.51212121212121,-1.3636363636363635,0.7978598568872469
20.51212121212121,-1.2121212121212122,0.8158337404117239
20.51212121212121,-1.0606060606060606,0.8339493995758401
20.51212121212121,-0.9090909090909091,0.852230943763362
20.51212121212121,-0.7575757575757576,0.870701044694471
20.51212121212121,-0.6060606060606061,0.889380980928768
20.51212121212121,-0.45454545454545453,0.9082906977161905
20.51212121212121,-0.30303030303030304,0.9274488767065603
20.51212121212121,-0.15151515151515152,0.9468730112499226
20.51212121212121,0.0,0.9665794840363935
21.21909090909091,-15.0,0.0007663997621430427
21.21909090909091,-14.848484848484848,0.0008463864974047063
21.21909090909091,-14.696969696969697,0.0009348790260605545
21.21909090909091,-14.545454545454545,0.0010327946980280176
21.21909090909091,-14.393939393939394,0.0011411504334263806
21.21909090909091,-14.242424242424242,0.001261073451456162
21.21909090909091,-14.090909090909092,0.0013938131169509511
21.21909090909091,-13.93939393939394,0.0015407540106400924
21.21909090909091,-13.787878787878787,0.001703430336733095
21.21909090909091,-13.636363636363637,0.0018835417889439174
21.21909090909091,-13.484848484848484,0.002082971003332142
21.21909090909091,-13.333333333333334,0.0023038027331108136
21.21909090909091,-13.181818181818182,0.0025483448865613136
21.21909090909091,-13.030303030303031,0.0028191515740301817
21.21909090909091,-12.878787878787879,0.0031190483132116395
21.21909090909091,-12.727272727272727,0.0034511595429826372
21.21909090909091,-12.575757575757576,0.003818938594291909
21.21909090909091,-12.424242424242424,0.004226200261210633
21.21909090909091,-12.272727272727273,0.0046771561052887
21.21909090909091,-12.121212121212121,0.005176452610719584
21.21909090909091,-11.969696969696969,0.005729212285219333
21.21909090909091,-11.818181818181818,0.006341077770493601
21.21909090909091,-11.666666666666666,0.00701825898502375
21.21909090909091,-11.515151515151516,0.007767583268773818
21.21909090909091,-11.363636363636363,0.008596548432205194
21.21909090909091,-11.212121212121213,0.009513378528414641
21.21909090909091,-11.06060606060606,0.01052708206484043
21.21909090909091,-10.909090909090908,0.011647512247226627
21.21909090909091,-10.757575757575758,0.012885428700797667
21.21909090909091,-10.606060606060606,0.014252559939269903
21.21909090909091,-10.454545454545455,0.01576166564900333
21.21909090909091,-10.303030303030303,0.017426597621202473
21.21909090909091,-10.151515151515152,0.01926235789807943
21.21909090909091,-10.0,0.021285152398649258
21.21909090909091,-9.848484848484848,0.023512437956823725
21.21909090909091,-9.696969696969697,0.02596296034093546
21.21909090909091,-9.545454545454545,0.028656780434039898
21.21909090909091,-9.393939393939394,0.03161528534556505
21.21909090909091,-9.242424242424242,0.034861180807857904
21.21909090909091,-9.090909090909092,0.03841846080124397
21.21909090909091,-8.93939393939394,0.04231234996931001
21.21909090909091,-8.787878787878787,0.04656921405970939
21.21909090909091,-8.636363636363637,0.05121643339049857
21.21909090909091,-8.484848484848484,0.056282234242079336
21.21909090909091,-8.333333333333334,0.061795473164581054
21.21909090909091,-8.181818181818182,0.06778536953402098
21.21909090909091,-8.030303030303031,0.07428118236115033
21.21909090909091,-7.878787878787879,0.08131182843448681
21.21909090909091,-7.7272727272727275,0.08890544044541922
21.21909090909091,-7.575757575757576,0.09708886587439247
21.21909090909091,-7.424242424242424,0.10588711017098949
21.21909090909091,-7.2727272727272725,0.11532273116206623
21.21909090909091,-7.121212121212121,0.1254151956422797
21.21909090909091,-6.96969696969697,0.1361802136366421
21.21909090909091,-6.818181818181818,0.14762907067397416
21.21909090909091,-6.666666666666667,0.15976798325769545
21.21909090909091,-6.515151515151516,0.17259750713006894
21.21909090909091,-6.363636363636363,0.18611203135214244
21.21909090909091,-6.212121212121212,0.2002993930463564
21.21909090909091,-6.0606060606060606,0.21514064724582854
21.21909090909091,-5.909090909090909,0.23061002312351292
21.21909090909091,-5.757575757575758,0.24667509159223663
21.21909090909091,-5.606060606060606,0.2632971598407176
21.21909090909091,-5.454545454545454,0.2804318961698195
21.21909090909091,-5.303030303030303,0.2980301743274837
21.21909090909091,-5.151515151515151,0.3160391116244293
21.21909090909091,-5.0,0.3344032609441027
21.21909090909091,-4.848484848484849,0.3530659049239978
21.21909090909091,-4.696969696969697,0.37197039250605407
21.21909090909091,-4.545454545454546,0.39106145475689896
21.21909090909091,-4.393939393939394,0.41028643878384
21.21909090909091,-4.242424242424242,0.4295964054890646
21.21909090909091,-4.090909090909091,0.4489470479502027
21.21909090909091,-3.9393939393939394,0.46829940104794104
21.21909090909091,-3.787878787878788,0.48762032798830474
21.21909090909091,-3.6363636363636362,0.5068827840014672
21.21909090909091,-3.484848484848485,0.5260658703861805
21.21909090909091,-3.3333333333333335,0.5451547022440474
21.21909090909091,-3.1818181818181817,0.5641401202060113
21.21909090909091,-3.0303030303030303,0.583018280131801
21.21909090909091,-2.878787878787879,0.6017901554618628
21.21909090909091,-2.727272727272727,0.6204609851647408
21.21909090909091,-2.5757575757575757,0.6390396967179717
21.21909090909091,-2.4242424242424243,0.657538328964519
21.21909090909091,-2.272727272727273,0.6759714746111392
21.21909090909091,-2.121212121212121,0.6943557570721537
21.21909090909091,-1.9696969696969697,0.712709351670933
21.21909090909091,-1.8181818181818181,0.7310515571168897
21.21909090909091,-1.6666666666666667,0.7494024197900055
21.21909090909091,-1.5151515151515151,0.7677824107103122
21.21909090909091,-1.3636363636363635,0.7862121531059965
21.21909090909091,-1.2121212121212122,0.8047121971422047
21.21909090909091,-1.0606060606060606,0.8233028375349765
21.21909090909091,-0.9090909090909091,0.8420039693487928
21.21909090909091,-0.7575757575757576,0.860834977164161
21.21909090909091,-0.6060606060606061,0.879814652917138
21.21909090909091,-0.45454545454545453,0.8989611379826169
21.21909090909091,-0.30303030303030304,0.9182918854394062
21.21909090909091,-0.15151515151515152,0.937823638871265
21.21909090909091,0.0,0.9575724244913901
21.926060606060606,-15.0,0.000899159230119343
21.926060606060606,-14.848484848484848,0.0009924268136603303
21.926060606060606,-14.696969696969697,0.0010955484978440511
21.926060606060606,-14.545454545454545,0.0012095797181354041
21.926060606060606,-14.393939393939394,0.00133568955938526
21.926060606060606,-14.242424242424242,0.0014751728688909302
21.926060606060606,-14.090909090909092,0.001629463606814547
21.926060606060606,-13.93939393939394,0.0018001495457664477
21.926060606060606,-13.787878787878787,0.0019889884378509097
21.926060606060606,-13.636363636363637,0.0021979257733957943
21.926060606060606,-13.484848484848484,0.002429114260627977
21.926060606060606,-13.333333333333334,0.002684935159314466
21.926060606060606,-13.181818181818182,0.0029680216033739003
21.926060606060606,-13.030303030303031,0.003281284047077524
21.926060606060606,-12.878787878787879,0.003627937965972073
21.926060606060606,-12.727272727272727,0.004011533936210893
21.926060606060606,-12.575757575757576,0.0044359902035394265
21.926060606060606,-12.424242424242424,0.00490562783455141
21.926060606060606,-12.272727272727273,0.00542520851661889
21.926060606060606,-12.121212121212121,0.005999975037522955
21.926060606060606,-11.969696969696969,0.006635694429482237
21.926060606060606,-11.818181818181818,0.007338703703034839
21.926060606060606,-11.666666666666666,0.00811595802194624
21.926060606060606,-11.515151515151516,0.008975081078750958
21.926060606060606,-11.363636363636363,0.009924417319432378
21.926060606060606,-11.212121212121213,0.010973085532894835
21.926060606060606,-11.06060606060606,0.01213103316434196
21.926060606060606,-10.909090909090908,0.013409090529900681
21.926060606060606,-10.757575757575758,0.014819023902016707
21.926060606060606,-10.606060606060606,0.01637358620146176
21.926060606060606,-10.454545454545455,0.01808656377385624
21.926060606060606,-10.303030303030303,0.019972817449849543
21.926060606060606,-10.151515151515152,0.022048315794283024
21.926060606060606,-10.0,0.024330158149398897
21.926060606060606,-9.848484848484848,0.02683658478231
21.926060606060606,-9.696969696969697,0.029586971173113482
21.926060606060606,-9.545454545454545,0.032601803246705835
21.926060606060606,-9.393939393939394,0.03590263018192943
21.926060606060606,-9.242424242424242,0.03951199135317214
21.926060606060606,-9.090909090909092,0.04345331400166026
21.926060606060606,-8.93939393939394,0.04775077842772361
21.926060606060606,-8.787878787878787,0.05242914787203388
21.926060606060606,-8.636363636363637,0.05751356084121316
21.926060606060606,-8.484848484848484,0.06302928445336085
21.926060606060606,-8.333333333333334,0.06900142844493092
21.926060606060606,-8.181818181818182,0.07545462079233191
21.926060606060606,-8.030303030303031,0.08241264744434187
21.926060606060606,-7.878787878787879,0.0898980604012263
21.926060606060606,-7.7272727272727275,0.09793176025968708
21.926060606060606,-7.575757575757576,0.10653256129606424
21.926060606060606,-7.424242424242424,0.11571674909082932
21.926060606060606,-7.2727272727272725,0.12549764249752493
21.926060606060606,-7.121212121212121,0.13588517330923308
21.926060606060606,-6.96969696969697,0.14688549815075133
21.926060606060606,-6.818181818181818,0.1585006578018769
21.926060606060606,-6.666666666666667,0.170728299223117
21.926060606060606,-6.515151515151516,0.18356147491452968
21.926060606060606,-6.363636363636363,0.19698853282351889
21.926060606060606,-6.212121212121212,0.21099310779769667
21.926060606060606,-6.0606060606060606,0.2255542225698872
21.926060606060606,-5.909090909090909,0.24064650253516617
21.926060606060606,-5.757575757575758,0.2562405042659818
21.926060606060606,-5.606060606060606,0.2723031530067514
21.926060606060606,-5.454545454545454,0.28879827954628257
21.926060606060606,-5.303030303030303,0.30568724218538956
21.926060606060606,-5.151515151515151,0.32292961532151776
21.926060606060606,-5.0,0.34048392278161893
21.926060606060606,-4.848484848484849,0.35830839173037954
21.926060606060606,-4.696969696969697,0.3763617019714215
21.926060606060606,-4.545454545454546,0.3946037058517741
21.926060606060606,-4.393939393939394,0.4129960957637477
21.926060606060606,-4.242424242424242,0.43150299927792035
21.926060606060606,-4.090909090909091,0.4500914859940967
21.926060606060606,-3.9393939393939394,0.46873197493635504
21.926060606060606,-3.787878787878788,0.4873985363732946
21.926060606060606,-3.6363636363636362,0.5060690869406308
21.926060606060606,-3.484848484848485,0.5247254815419844
21.926060606060606,-3.3333333333333335,0.5433535094338131
21.926060606060606,-3.1818181818181817,0.5619428049778676
21.926060606060606,-3.0303030303030303,0.5804866856793631
21.926060606060606,-2.878787878787879,0.598981931319022
21.926060606060606,-2.727272727272727,0.6174285183053685
21.926060606060606,-2.5757575757575757,0.6358293229467531
21.926060606060606,-2.4242424242424243,0.6541898063291841
21.926060606060606,-2.272727272727273,0.6725176920567928
21.926060606060606,-2.121212121212121,0.6908226464311541
21.926060606060606,-1.9696969696969697,0.7091159688600238
21.926060606060606,-1.8181818181818181,0.7274102985154779
21.926060606060606,-1.6666666666666667,0.7457193415976298
21.926060606060606,-1.5151515151515151,0.7640576220648022
21.926060606060606,-1.3636363636363635,0.7824402574014608
21.926060606060606,-1.2121212121212122,0.8008827599255892
21.926060606060606,-1.0606060606060606,0.8194008632858718
21.926060606060606,-0.9090909090909091,0.8380103731522592
21.926060606060606,-0.7575757575757576,0.8567270406395906
21.926060606060606,-0.6060606060606061,0.8755664566971622
21.926060606060606,-0.45454545454545453,0.8945439655215999
21.926060606060606,-0.30303030303030304,0.913674594978604
21.926060606060606,-0.15151515151515152,0.9329730020289053
21.926060606060606,0.0,0.9524534312222923
22.633030303030303,-15.0,0.0010510727265264758
22.633030303030303,-14.848484848484848,0.0011595017044073964
22.633030303030303,-14.696969696969697,0.00127932909557618
22.633030303030303,-14.545454545454545,0.001411770868321283
22.633030303030303,-14.393939393939394,0.0015581736392637528
22.633030303030303,-14.242424242424242,0.0017200286043292006
22.633030303030303,-14.090909090909092,0.0018989868978044739
22.633030303030303,-13.93939393939394,0.002096876509115752
22.633030303030303,-13.787878787878787,0.0023157208943355477
22.633030303030303,-13.636363636363637,0.0025577594259957896
22.633030303030303,-13.484848484848484,0.0028254698301146738
22.633030303030303,-13.333333333333334,0.003121592762886677
22.633030303030303,-13.181818181818182,0.003449158680545265
22.633030303030303,-13.030303030303031,0.0038115171536382683
22.633030303030303,-12.878787878787879,0.004212368770308064
22.633030303030303,-12.727272727272727,0.0046557997608780355
22.633030303030303,-12.575757575757576,0.005146319456596299
22.633030303030303,-12.424242424242424,0.005688900666969222
22.633030303030303,-12.272727272727273,0.006289023020617599
22.633030303030303,-12.121212121212121,0.006952719261562633
22.633030303030303,-11.969696969696969,0.007686624423499648
22.633030303030303,-11.818181818181818,0.00849802771583301
22.633030303030303,-11.666666666666666,0.009394926843617117
22.633030303030303,-11.515151515151516,0.010386084345442107
22.633030303030303,-11.363636363636363,0.011481085365059578
22.633030303030303,-11.212121212121213,0.012690396070582817
22.633030303030303,-11.06060606060606,0.014025421696358462
22.633030303030303,-10.909090909090908,0.015498562904856255
22.633030303030303,-10.757575757575758,0.017123268848419915
22.633030303030303,-10.606060606060606,0.01891408495488796
22.633030303030303,-10.454545454545455,0.02088669307143115
22.633030303030303,-10.303030303030303,0.02305794118612961
22.633030303030303,-10.151515151515152,0.025445859520814965
22.633030303030303,-10.0,0.02806965937208421
22.633030303030303,-9.848484848484848,0.030949710698460173
22.633030303030303,-9.696969696969697,0.034107494147369403
22.633030303030303,-9.545454545454545,0.037565523031785626
22.633030303030303,-9.393939393939394,0.04134723075744191
22.633030303030303,-9.242424242424242,0.045476819428267166
22.633030303030303,-9.090909090909092,0.04997906588412751
22.633030303030303,-8.93939393939394,0.054879082312280524
22.633030303030303,-8.787878787878787,0.06020202987287063
22.633030303030303,-8.636363636363637,0.06597278551949937
22.633030303030303,-8.484848484848484,0.07221556437633392
22.633030303030303,-8.333333333333334,0.0789535026076086
22.633030303030303,-8.181818181818182,0.08620820858409389
22.633030303030303,-8.030303030303031,0.09399929315459406
22.633030303030303,-7.878787878787879,0.10234389275117936
22.633030303030303,-7.7272727272727275,0.11125620162878881
22.633030303030303,-7.575757575757576,0.12074703147140148
22.633030303030303,-7.424242424242424,0.13082341760249033
22.633030303030303,-7.2727272727272725,0.14148829087720372
22.633030303030303,-7.121212121212121,0.15274023285571062
22.633030303030303,-6.96969696969697,0.16457332903372862
22.633030303030303,-6.818181818181818,0.17697713085609718
22.633030303030303,-6.666666666666667,0.18993673222931454
22.633030303030303,-6.515151515151516,0.20343296067137018
22.633030303030303,-6.363636363636363,0.21744267756354987
22.633030303030303,-6.212121212121212,0.23193917668914407
22.633030303030303,-6.0606060606060606,0.2468926657993198
22.633030303030303,-5.909090909090909,0.2622708126716603
22.633030303030303,-5.757575757575758,0.2780393352105181
22.633030303030303,-5.606060606060606,0.2941626146093935
22.633030303030303,-5.454545454545454,0.3106043113365473
22.633030303030303,-5.303030303030303,0.32732796548647264
22.633030303030303,-5.151515151515151,0.3442975655675444
22.633030303030303,-5.0,0.36147807275956295
22.633030303030303,-4.848484848484849,0.3788358907898612
