x,V
-2044.092,0.0
-2043.092,0.0
-2042.092,0.0
-2041.092,0.0
-2040.092,0.0
-2039.092,0.0
-2038.092,0.0
-2037.092,0.0
-2036.092,0.0
-2035.092,0.0
-2034.092,0.0
-2033.092,0.0
-2032.092,0.0
-2031.092,0.0
-2030.092,0.0
-2029.092,0.0
-2028.092,0.0
-2027.092,-20.0
-2026.092,-20.0
-2025.092,-20.0
-2024.092,-20.0
-2023.092,-20.0
-2022.092,-20.0
-2021.092,-20.0
-2020.092,-20.0
-2019.092,-20.0
-2018.092,-20.0
-2017.092,-20.0
-2016.092,-20.0
-2015.092,-20.0
-2014.092,-20.0
-2013.092,-20.0
-2012.092,-20.0
-2011.092,-20.0
-2010.092,-20.0
-2009.092,-20.0
-2008.092,-20.0
-2007.092,-20.0
-2006.092,-20.0
-2005.092,-20.0
-2004.092,-20.0
-2003.092,-20.0
-2002.092,-20.0
-2001.092,-20.0
-2000.092,-20.0
-1999.092,-20.0
-1998.092,-20.0
-1997.092,-20.0
-1996.092,-20.0
-1995.092,-20.0
-1994.092,-20.0
-1993.092,-20.0
-1992.092,-20.0
-1991.092,-20.0
-1990.092,-20.0
-1989.092,-20.0
-1988.092,-20.0
-1987.092,-20.0
-1986.092,-20.0
-1985.092,-20.0
-1984.092,-20.0
-1983.092,-20.0
-1982.092,-20.0
-1981.092,-20.0
-1980.092,-20.0
-1979.092,-20.0
-1978.092,-20.0
-1977.092,-20.0
-1976.092,-20.0
-1975.092,-20.0
-1974.092,-20.0
-1973.092,-20.0
-1972.092,-20.0
-1971.092,-20.0
-1970.092,-20.0
-1969.092,-20.0
-1968.092,-20.0
-1967.092,-20.0
-1966.092,-20.0
-1965.092,-20.0
-1964.092,-20.0
-1963.092,-20.0
-1962.092,-20.0
-1961.092,-20.0
-1960.092,-20.0
-1959.092,-20.0
-1958.092,-20.0
-1957.092,-20.0
-1956.092,-20.0
-1955.092,-20.0
-1954.092,-20.0
-1953.092,-20.0
-1952.092,-20.0
-1951.092,-20.0
-1950.092,-20.0
-1949.092,-20.0
-1948.092,-20.0
-1947.092,-20.0
-1946.092,-20.0
-1945.092,-20.0
-1944.092,-20.0
-1943.092,-20.0
-1942.092,-20.0
-1941.092,-20.0
-1940.092,-20.0
-1939.092,-20.0
-1938.092,-20.0
-1937.092,-20.0
-1936.092,-20.0
-1935.092,-20.0
-1934.092,-20.0
-1933.092,-20.0
-1932.092,-20.0
-1931.092,-20.0
-1930.092,-20.0
-1929.092,-20.0
-1928.092,-20.0
-1927.092,-20.0
-1926.092,-20.0
-1925.092,-20.0
-1924.092,-20.0
-1923.092,-20.0
-1922.092,-20.0
-1921.092,-20.0
-1920.092,-20.0
-1919.092,-20.0
-1918.092,-20.0
-1917.092,-20.0
-1916.092,-20.0
-1915.092,-20.0
-1914.092,-20.0
-1913.092,-20.0
-1912.092,-20.0
-1911.092,-20.0
-1910.092,-20.0
-1909.092,-20.0
-1908.092,-20.0
-1907.092,-20.0
-1906.092,-20.0
-1905.092,-20.0
-1904.092,-20.0
-1903.092,-20.0
-1902.092,-20.0
-1901.092,-20.0
-1900.092,-20.0
-1899.092,-20.0
-1898.092,-20.0
-1897.092,-20.0
-1896.092,-20.0
-1895.092,-20.0
-1894.092,-20.0
-1893.092,-20.0
-1892.092,-20.0
-1891.092,-20.0
-1890.092,-20.0
-1889.092,-20.0
-1888.092,-20.0
-1887.092,-20.0
-1886.092,-20.0
-1885.092,-20.0
-1884.092,-20.0
-1883.092,-20.0
-1882.092,-20.0
-1881.092,-20.0
-1880.092,-20.0
-1879.092,-20.0
-1878.092,-20.0
-1877.092,-20.0
-1876.092,-20.0
-1875.092,-20.0
-1874.092,-20.0
-1873.092,-20.0
-1872.092,-20.0
-1871.092,-20.0
-1870.092,-20.0
-1869.092,-20.0
-1868.092,-20.0
-1867.092,-20.0
-1866.092,-20.0
-1865.092,-20.0
-1864.092,-20.0
-1863.092,-20.0
-1862.092,-20.0
-1861.092,-20.0
-1860.092,-20.0
-1859.092,-20.0
-1858.092,-20.0
-1857.092,-20.0
-1856.092,-20.0
-1855.092,-20.0
-1854.092,-20.0
-1853.092,-20.0
-1852.092,-20.0
-1851.092,-20.0
-1850.092,-20.0
-1849.092,-20.0
-1848.092,-20.0
-1847.092,-20.0
-1846.092,-20.0
-1845.092,-20.0
-1844.092,-20.0
-1843.092,-20.0
-1842.092,-20.0
-1841.092,-20.0
-1840.092,-20.0
-1839.092,-20.0
-1838.092,-20.0
-1837.092,-20.0
-1836.092,-20.0
-1835.092,-20.0
-1834.092,-20.0
-1833.092,-20.0
-1832.092,-20.0
-1831.092,-20.0
-1830.092,-20.0
-1829.092,-20.0
-1828.092,-20.0
-1827.092,-20.0
-1826.092,-20.0
-1825.092,-20.0
-1824.092,-20.0
-1823.092,-20.0
-1822.092,-20.0
-1821.092,-20.0
-1820.092,-20.0
-1819.092,-20.0
-1818.092,-20.0
-1817.092,-20.0
-1816.092,-20.0
-1815.092,-20.0
-1814.092,-20.0
-1813.092,-20.0
-1812.092,-20.0
-1811.092,-20.0
-1810.092,-20.0
-1809.092,-20.0
-1808.092,-20.0
-1807.092,-20.0
-1806.092,-20.0
-1805.092,-20.0
-1804.092,-20.0
-1803.092,-20.0
-1802.092,-20.0
-1801.092,-20.0
-1800.092,-20.0
-1799.092,-20.0
-1798.092,-20.0
-1797.092,-20.0
-1796.092,-20.0
-1795.092,-20.0
-1794.092,-20.0
-1793.092,-20.0
-1792.092,-20.0
-1791.092,-20.0
-1790.092,-20.0
-1789.092,-20.0
-1788.092,-20.0
-1787.092,-20.0
-1786.092,-20.0
-1785.092,-20.0
-1784.092,-20.0
-1783.092,-20.0
-1782.092,-20.0
-1781.092,-20.0
-1780.092,-20.0
-1779.092,-20.0
-1778.092,-20.0
-1777.092,-20.0
-1776.092,-20.0
-1775.092,-20.0
-1774.092,-20.0
-1773.092,-20.0
-1772.092,-20.0
-1771.092,-20.0
-1770.092,-20.0
-1769.092,-20.0
-1768.092,-20.0
-1767.092,-20.0
-1766.092,-20.0
-1765.092,-20.0
-1764.092,-20.0
-1763.092,-20.0
-1762.092,-20.0
-1761.092,-20.0
-1760.092,-20.0
-1759.092,-20.0
-1758.092,-20.0
-1757.092,-20.0
-1756.092,-20.0
-1755.092,-20.0
-1754.092,-20.0
-1753.092,-20.0
-1752.092,-20.0
-1751.092,-20.0
-1750.092,-20.0
-1749.092,-20.0
-1748.092,-20.0
-1747.092,-20.0
-1746.092,-20.0
-1745.092,-20.0
-1744.092,-20.0
-1743.092,-20.0
-1742.092,-20.0
-1741.092,-20.0
-1740.092,-20.0
-1739.092,-20.0
-1738.092,-20.0
-1737.092,-20.0
-1736.092,-20.0
-1735.092,-20.0
-1734.092,-20.0
-1733.092,-20.0
-1732.092,-20.0
-1731.092,-20.0
-1730.092,-20.0
-1729.092,-20.0
-1728.092,-20.0
-1727.092,-20.0
-1726.092,-20.0
-1725.092,-20.0
-1724.092,-20.0
-1723.092,-20.0
-1722.092,-20.0
-1721.092,-20.0
-1720.092,-20.0
-1719.092,-20.0
-1718.092,-20.0
-1717.092,-20.0
-1716.092,-20.0
-1715.092,-20.0
-1714.092,-20.0
-1713.092,-20.0
-1712.092,-20.0
-1711.092,-20.0
-1710.092,-20.0
-1709.092,-20.0
-1708.092,-20.0
-1707.092,-20.0
-1706.092,-20.0
-1705.092,-20.0
-1704.092,-20.0
-1703.092,-20.0
-1702.092,-20.0
-1701.092,-20.0
-1700.092,-20.0
-1699.092,-20.0
-1698.092,-20.0
-1697.092,-20.0
-1696.092,-20.0
-1695.092,-20.0
-1694.092,-20.0
-1693.092,-20.0
-1692.092,-20.0
-1691.092,-20.0
-1690.092,-20.0
-1689.092,-20.0
-1688.092,-20.0
-1687.092,-20.0
-1686.092,-20.0
-1685.092,-20.0
-1684.092,-20.0
-1683.092,-20.0
-1682.092,-20.0
-1681.092,-20.0
-1680.092,-20.0
-1679.092,-20.0
-1678.092,-20.0
-1677.092,-20.0
-1676.092,-20.0
-1675.092,-20.0
-1674.092,-20.0
-1673.092,-20.0
-1672.092,-20.0
-1671.092,-20.0
-1670.092,-20.0
-1669.092,-20.0
-1668.092,-20.0
-1667.092,-20.0
-1666.092,-20.0
-1665.092,-20.0
-1664.092,-20.0
-1663.092,-20.0
-1662.092,-20.0
-1661.092,-20.0
-1660.092,-20.0
-1659.092,-20.0
-1658.092,-20.0
-1657.092,-20.0
-1656.092,-20.0
-1655.092,-20.0
-1654.092,-20.0
-1653.092,-20.0
-1652.092,-20.0
-1651.092,-20.0
-1650.092,-20.0
-1649.092,-20.0
-1648.092,-20.0
-1647.092,-20.0
-1646.092,-20.0
-1645.092,-20.0
-1644.092,-20.0
-1643.092,-20.0
-1642.092,-20.0
-1641.092,-20.0
-1640.092,-20.0
-1639.092,-20.0
-1638.092,-20.0
-1637.092,-20.0
-1636.092,-20.0
-1635.092,-20.0
-1634.092,-20.0
-1633.092,-20.0
-1632.092,-20.0
-1631.092,-20.0
-1630.092,-20.0
-1629.092,-20.0
-1628.092,-20.0
-1627.092,-20.0
-1626.092,-20.0
-1625.092,-20.0
-1624.092,-20.0
-1623.092,-20.0
-1622.092,-20.0
-1621.092,-20.0
-1620.092,-20.0
-1619.092,-20.0
-1618.092,-20.0
-1617.092,-20.0
-1616.092,-20.0
-1615.092,-20.0
-1614.092,-20.0
-1613.092,-20.0
-1612.092,-20.0
-1611.092,-20.0
-1610.092,-20.0
-1609.092,-20.0
-1608.092,-20.0
-1607.092,-20.0
-1606.092,-20.0
-1605.092,-20.0
-1604.092,-20.0
-1603.092,-20.0
-1602.092,-20.0
-1601.092,-20.0
-1600.092,-20.0
-1599.092,-20.0
-1598.092,-20.0
-1597.092,-20.0
-1596.092,-20.0
-1595.092,-20.0
-1594.092,-20.0
-1593.092,-20.0
-1592.092,-20.0
-1591.092,-20.0
-1590.092,-20.0
-1589.092,-20.0
-1588.092,-20.0
-1587.092,-20.0
-1586.092,-20.0
-1585.092,-20.0
-1584.092,-20.0
-1583.092,-20.0
-1582.092,-20.0
-1581.092,-20.0
-1580.092,-20.0
-1579.092,-20.0
-1578.092,-20.0
-1577.092,-20.0
-1576.092,-20.0
-1575.092,-20.0
-1574.092,-20.0
-1573.092,-20.0
-1572.092,-20.0
-1571.092,-20.0
-1570.092,-20.0
-1569.092,-20.0
-1568.092,-20.0
-1567.092,-20.0
-1566.092,-20.0
-1565.092,-20.0
-1564.092,-20.0
-1563.092,-20.0
-1562.092,-20.0
-1561.092,-20.0
-1560.092,-20.0
-1559.092,-20.0
-1558.092,-20.0
-1557.092,-20.0
-1556.092,-20.0
-1555.092,-20.0
-1554.092,-20.0
-1553.092,-20.0
-1552.092,-20.0
-1551.092,-20.0
-1550.092,-20.0
-1549.092,-20.0
-1548.092,-20.0
-1547.092,-20.0
-1546.092,-20.0
-1545.092,-20.0
-1544.092,-20.0
-1543.092,-20.0
-1542.092,-20.0
-1541.092,-20.0
-1540.092,-20.0
-1539.092,-20.0
-1538.092,-20.0
-1537.092,-20.0
-1536.092,-20.0
-1535.092,-20.0
-1534.092,-20.0
-1533.092,-20.0
-1532.092,-20.0
-1531.092,-20.0
-1530.092,-20.0
-1529.092,-20.0
-1528.092,-20.0
-1527.092,-20.0
-1526.092,-20.0
-1525.092,-20.0
-1524.092,-20.0
-1523.092,-20.0
-1522.092,-20.0
-1521.092,-20.0
-1520.092,-20.0
-1519.092,-20.0
-1518.092,-20.0
-1517.092,-20.0
-1516.092,-20.0
-1515.092,-20.0
-1514.092,-20.0
-1513.092,-20.0
-1512.092,-20.0
-1511.092,-20.0
-1510.092,-20.0
-1509.092,-20.0
-1508.092,-20.0
-1507.092,-20.0
-1506.092,-20.0
-1505.092,-20.0
-1504.092,-20.0
-1503.092,-20.0
-1502.092,-20.0
-1501.092,-20.0
-1500.092,-20.0
-1499.092,-20.0
-1498.092,-20.0
-1497.092,-20.0
-1496.092,-20.0
-1495.092,-20.0
-1494.092,-20.0
-1493.092,-20.0
-1492.092,-20.0
-1491.092,-20.0
-1490.092,-20.0
-1489.092,-20.0
-1488.092,-20.0
-1487.092,-20.0
-1486.092,-20.0
-1485.092,-20.0
-1484.092,-20.0
-1483.092,-20.0
-1482.092,-20.0
-1481.092,-20.0
-1480.092,-20.0
-1479.092,-20.0
-1478.092,-20.0
-1477.092,-20.0
-1476.092,-20.0
-1475.092,-20.0
-1474.092,-20.0
-1473.092,-20.0
-1472.092,-20.0
-1471.092,-20.0
-1470.092,-20.0
-1469.092,-20.0
-1468.092,-20.0
-1467.092,-20.0
-1466.092,-20.0
-1465.092,-20.0
-1464.092,-20.0
-1463.092,-20.0
-1462.092,-20.0
-1461.092,-20.0
-1460.092,-20.0
-1459.092,-20.0
-1458.092,-20.0
-1457.092,-20.0
-1456.092,-20.0
-1455.092,-20.0
-1454.092,-20.0
-1453.092,-20.0
-1452.092,-20.0
-1451.092,-20.0
-1450.092,-20.0
-1449.092,-20.0
-1448.092,-20.0
-1447.092,-20.0
-1446.092,-20.0
-1445.092,-20.0
-1444.092,-20.0
-1443.092,-20.0
-1442.092,-20.0
-1441.092,-20.0
-1440.092,-20.0
-1439.092,-20.0
-1438.092,-20.0
-1437.092,-20.0
-1436.092,-20.0
-1435.092,-20.0
-1434.092,-20.0
-1433.092,-20.0
-1432.092,-20.0
-1431.092,-20.0
-1430.092,-20.0
-1429.092,-20.0
-1428.092,-20.0
-1427.092,-20.0
-1426.092,-20.0
-1425.092,-20.0
-1424.092,-20.0
-1423.092,-20.0
-1422.092,-20.0
-1421.092,-20.0
-1420.092,-20.0
-1419.092,-20.0
-1418.092,-20.0
-1417.092,-20.0
-1416.092,-20.0
-1415.092,-20.0
-1414.092,-20.0
-1413.092,-20.0
-1412.092,-20.0
-1411.092,-20.0
-1410.092,-20.0
-1409.092,-20.0
-1408.092,-20.0
-1407.092,-20.0
-1406.092,-20.0
-1405.092,-20.0
-1404.092,-20.0
-1403.092,-20.0
-1402.092,-20.0
-1401.092,-20.0
-1400.092,-20.0
-1399.092,-20.0
-1398.092,-20.0
-1397.092,-20.0
-1396.092,-20.0
-1395.092,-20.0
-1394.092,-20.0
-1393.092,-20.0
-1392.092,-20.0
-1391.092,-20.0
-1390.092,-20.0
-1389.092,-20.0
-1388.092,-20.0
-1387.092,-20.0
-1386.092,-20.0
-1385.092,-20.0
-1384.092,-20.0
-1383.092,-20.0
-1382.092,-20.0
-1381.092,-20.0
-1380.092,-20.0
-1379.092,-20.0
-1378.092,-20.0
-1377.092,-20.0
-1376.092,-20.0
-1375.092,-20.0
-1374.092,-20.0
-1373.092,-20.0
-1372.092,-20.0
-1371.092,-20.0
-1370.092,-20.0
-1369.092,-20.0
-1368.092,-20.0
-1367.092,-20.0
-1366.092,-20.0
-1365.092,-20.0
-1364.092,-20.0
-1363.092,-20.0
-1362.092,-20.0
-1361.092,-20.0
-1360.092,-20.0
-1359.092,-20.0
-1358.092,-20.0
-1357.092,-20.0
-1356.092,-20.0
-1355.092,-20.0
-1354.092,-20.0
-1353.092,-20.0
-1352.092,-20.0
-1351.092,-20.0
-1350.092,-20.0
-1349.092,-20.0
-1348.092,-20.0
-1347.092,-20.0
-1346.092,-20.0
-1345.092,-20.0
-1344.092,-20.0
-1343.092,-20.0
-1342.092,-20.0
-1341.092,-20.0
-1340.092,-20.0
-1339.092,-20.0
-1338.092,-20.0
-1337.092,-20.0
-1336.092,-20.0
-1335.092,-20.0
-1334.092,-20.0
-1333.092,-20.0
-1332.092,-20.0
-1331.092,-20.0
-1330.092,-20.0
-1329.092,-20.0
-1328.092,-20.0
-1327.092,-20.0
-1326.092,-20.0
-1325.092,-20.0
-1324.092,-20.0
-1323.092,-20.0
-1322.092,-20.0
-1321.092,-20.0
-1320.092,-20.0
-1319.092,-20.0
-1318.092,-20.0
-1317.092,-20.0
-1316.092,-20.0
-1315.092,-20.0
-1314.092,-20.0
-1313.092,-20.0
-1312.092,-20.0
-1311.092,-20.0
-1310.092,-20.0
-1309.092,-20.0
-1308.092,-20.0
-1307.092,-20.0
-1306.092,-20.0
-1305.092,-20.0
-1304.092,-20.0
-1303.092,-20.0
-1302.092,-20.0
-1301.092,-20.0
-1300.092,-20.0
-1299.092,-20.0
-1298.092,-20.0
-1297.092,-20.0
-1296.092,-20.0
-1295.092,-20.0
-1294.092,-20.0
-1293.092,-20.0
-1292.092,-20.0
-1291.092,-20.0
-1290.092,-20.0
-1289.092,-20.0
-1288.092,-20.0
-1287.092,-20.0
-1286.092,-20.0
-1285.092,-20.0
-1284.092,-20.0
-1283.092,-20.0
-1282.092,-20.0
-1281.092,-20.0
-1280.092,-20.0
-1279.092,-20.0
-1278.092,-20.0
-1277.092,-20.0
-1276.092,-20.0
-1275.092,-20.0
-1274.092,-20.0
-1273.092,-20.0
-1272.092,-20.0
-1271.092,-20.0
-1270.092,-20.0
-1269.092,-20.0
-1268.092,-20.0
-1267.092,-20.0
-1266.092,-20.0
-1265.092,-20.0
-1264.092,-20.0
-1263.092,-20.0
-1262.092,-20.0
-1261.092,-20.0
-1260.092,-20.0
-1259.092,-20.0
-1258.092,-20.0
-1257.092,-20.0
-1256.092,-20.0
-1255.092,-20.0
-1254.092,-20.0
-1253.092,-20.0
-1252.092,-20.0
-1251.092,-20.0
-1250.092,-20.0
-1249.092,-20.0
-1248.092,-20.0
-1247.092,-20.0
-1246.092,-20.0
-1245.092,-20.0
-1244.092,-20.0
-1243.092,-20.0
-1242.092,-20.0
-1241.092,-20.0
-1240.092,-20.0
-1239.092,-20.0
-1238.092,-20.0
-1237.092,-20.0
-1236.092,-20.0
-1235.092,-20.0
-1234.092,-20.0
-1233.092,-20.0
-1232.092,-20.0
-1231.092,-20.0
-1230.092,-20.0
-1229.092,-20.0
-1228.092,-20.0
-1227.092,-20.0
-1226.092,-20.0
-1225.092,-20.0
-1224.092,-20.0
-1223.092,-20.0
-1222.092,-20.0
-1221.092,-20.0
-1220.092,-20.0
-1219.092,-20.0
-1218.092,-20.0
-1217.092,-20.0
-1216.092,-20.0
-1215.092,-20.0
-1214.092,-20.0
-1213.092,-20.0
-1212.092,-20.0
